Name, Latitude, Longitude
Moel Penderyn,51.767157,-3.539629
Wetton Hill,53.10644,-1.832742
Wallowbarrow Heald,54.364851,-3.209911
Shillofad,56.985914,-2.464014
Carn a' Bhainne,57.392134,-4.593962
Torr a' Bhealaich,57.571525,-4.730627
Meallan Odhar,57.995017,-4.889606
Cnoc na Gamhna,58.005477,-4.066158
Cruach a' Ghaill,56.771792,-5.675645
Uisinis North Top,57.969976,-6.50454
Hog Fell,55.19406,-2.955683
Hamilton Hill,55.668442,-3.218193
Eildon Wester Hill,55.575937,-2.717566
Boncyn Celyn,52.754637,-3.423549
Roundton,52.549759,-3.035731
Gilfach,52.467022,-3.339172
Corun y Ffridd,52.602383,-3.665419
Barnarm Scar,54.540932,-2.320088
Beeley Moor,53.214252,-1.562219
Holden Moor,54.027726,-2.368678
Herrock Hill,52.230419,-3.058167
Graig Hill,52.445258,-3.091249
Caradon Hill,50.511346,-4.437494
Grinlieve,55.190287,-7.232997
Brynposteg Hill,52.42843,-3.530579
Carn Faire nan Con,57.594061,-4.685922
Foel Fynyddau,51.62802,-3.75986
The Pike,54.329758,-3.252601
Beinn a' Mhuil,58.023191,-6.752973
Eccles Pike,53.327928,-1.948467
Cnoc na Glaic Tarsuinn,58.541765,-4.932763
Auldcraigoch Hill,55.312571,-4.459391
Brown Dodd,54.549357,-3.136221
Craigwarren,57.392474,-3.489532
Creag an t-Seilich,57.3748,-4.472964
Beinn Bhreac,57.276843,-6.252158
Cnoc Loch a' Bharrain,56.36738,-5.304282
Tom Molach,56.125907,-4.874942
Green Knowes,55.469565,-3.697495
Mailingsland,55.670735,-3.179309
Moel Llaethbwlch,52.740879,-3.314726
Pen Maerdy,52.222571,-3.269629
Roundton West Top,52.547849,-3.042426
Holme Knott,54.298196,-2.537378
Wardlow Hay Cop,53.262482,-1.733833
Wood Royd Hill,53.548434,-1.726896
Knocklettercuss,54.115036,-9.719557
Slievekirk,54.919399,-7.297424
Benaughlin,54.231221,-7.729333
Hazelhope Hill,55.337383,-2.989732
Cefn Caer-Euni,52.95049,-3.511705
Arnaval,57.298164,-6.408633
Latrigg,54.612432,-3.117863
Meall Fuaraidh,57.720029,-5.641634
Tissington Hill,53.071145,-1.775984
Hendra Downs,50.585269,-4.549009
Cat Crag,54.417418,-3.220905
The Strone,57.029619,-2.872611
Cairn Cattoch,57.505743,-3.283339
Meall Mor,57.440884,-4.093458
Aird Ghlas,56.937913,-5.621273
Torr a' Char,57.270505,-5.496253
Meall an Doirein SW Top,57.712359,-5.60767
Ruighe Chnoc,58.067994,-4.903931
Meall an Spothaidh,58.410768,-4.283247
Beinn a' Chapuill,57.420327,-6.046938
Corr Bhan,55.328863,-5.786791
Cruach Airdeny South Top,56.386011,-5.249096
Henderston Hill,56.560046,-3.078663
Merkland Hill,55.281264,-3.880427
Byrelee Hill,55.411393,-2.988738
Cakemuir Hill,55.808094,-2.952259
Dod Law,55.872709,-2.691241
Pen Coed-y-Bedo,52.949764,-3.545811
Pen Llyn Hiraethlyn,52.920099,-3.876364
Celynog Hill,52.564242,-3.400984
Llan Fawr,52.325788,-3.215691
Banc Garregwinau,52.052756,-4.098042
Mynydd Marchywel North Top,51.737302,-3.777326
Ecton Hill,53.119123,-1.852342
Sheeps Tor,50.496082,-4.02365
Peat Law,55.873037,-2.485339
Culliagh SE Top,54.865675,-7.8746
Fear Breagach,52.333092,-8.430539
Langlaw Hill,55.629202,-3.430713
Fingland Hill,55.191773,-4.093882
Slipper Low,53.108793,-1.662287
Dunside Rig,55.408136,-3.081495
Ceapabhal,57.818749,-7.101395
Foel Dyrch,51.939287,-4.677439
Druim Mor,56.548282,-3.704254
Meall a' Chrom Dhoire,57.098267,-4.842531
Beinn a' Mheadhain SW Top,57.29787,-5.466164
Carn a' Bhainne NE Top,57.396757,-4.587631
Druim nan Damh,57.678522,-4.379563
Cnoc an Leathaid Bhuidhe,58.091543,-5.002614
Maol Bhuidhe,56.502627,-5.864136
Meall Tom a' Ghanntair,56.695409,-5.823431
Lennie,55.242849,-4.593691
Martinside,55.619605,-4.039465
Wideopen Hill,55.512104,-2.320432
Caver's Hill,55.486628,-2.953242
Girnwood Hill,55.398385,-2.998187
Mid Hill,55.412637,-2.977001
Ffridd Cae-penfras,52.719936,-3.47122
Drosgol,52.479747,-3.889628
Pen Arron,52.492826,-3.270609
Bryn y Castell,52.632447,-3.514845
Forty Acres,54.39932,-1.882439
Slievenamuck,52.426207,-8.232992
Bleanbeg,52.726165,-8.311551
Cave Hill,54.648088,-5.951196
Hemmings Low,53.036246,-1.888998
Middletown Hill,52.7132,-3.029857
Upper Whitley Edge,53.540256,-1.712221
Bengray,54.914397,-4.137557
Lamb Pasture,54.412202,-2.718761
Meallan Mhic Aonghais,57.726592,-5.630027
Bryn Mawr,52.552142,-3.824516
Sron Armailte,56.237023,-4.388602
Creagandummie,57.03842,-2.75139
Tom Soilleir,56.232543,-5.484109
Cruach Mhor,56.105779,-5.157797
Maol Mor,56.337349,-5.249082
Glenshalg Hill,57.148986,-2.67429
Knock Wood,56.252275,-3.492408
Heugh Law,55.399321,-2.4036
Mynydd Pen y Ffridd,52.784578,-3.27964
Cefn Cynfal,52.310686,-3.283444
The Garth,52.107808,-3.265418
Twyn y Gaer,51.941991,-3.471002
Cefn Llwydlo,52.071628,-3.663309
Narrowdale Hill,53.112287,-1.817093
Blakelow Hill,53.131142,-1.621055
Ox Hey Top,53.585516,-2.021795
Auchenroy Hill,55.319849,-4.451503
Breidden Hill,52.722767,-3.045111
Highbanks,54.667952,-2.945306
Gray Stone,55.208797,-2.271587
A' Chruach,56.342862,-5.393736
Meikle Balloch Hill,57.532669,-2.884947
Garway Hill,51.921278,-2.820286
Cairn Uish,57.534446,-3.372873
Carn an Sgumbain NE Top,57.375595,-4.56784
Cnoc an Leathaid Bhuidhe,58.158455,-5.086491
Cruach Coire Lorn,56.311015,-5.431653
Dochrie Hill,56.258092,-3.483222
Craigfionn,55.194376,-4.437941
Breconside Hill,55.306985,-3.86937
Brownmoor Hill,55.21784,-3.581279
Brockie Law,55.341542,-2.637578
Loddan Hill,55.393103,-2.386755
Ditcher Law,55.797568,-2.787689
Hog Hill,55.665203,-3.33356
Foel Ganol,53.119617,-3.41563
Cefnbryn,52.097803,-3.997368
Pant Blaenhirwr,51.599379,-3.563663
Foel y Dyffryn,51.633924,-3.667794
Corsenside Common,55.186194,-2.214391
Bye Common,51.110167,-3.600552
Scald Pike,55.17922,-2.567791
Mount Kennedy,53.078371,-6.146786
Sron nan Calamag,56.675636,-4.398883
Caer Eini,52.95951,-3.48942
Greystoke Forest,54.695493,-2.922563
Godworth,54.55191,-3.391646
Cocklaw Fell,54.427406,-2.801987
Creag a' Chlachain,57.370546,-4.24168
Cnoc na Breun-choille,58.193266,-4.060836
Meallan Gainmhich,57.340944,-6.253021
Carn Coille Bhlaraidh,57.216223,-4.7108
Creag Mhor SW Top,57.321242,-5.495436
Meall Loch na Feithe Mugaig,57.71109,-5.589068
Beinn Coille na Sroine,56.464399,-5.964202
A' Chruach,56.004475,-5.140809
Ben Garrisdale NW Top,56.084508,-5.806026
Restocknach,57.370564,-3.246128
The Slacks,55.945234,-4.45552
Black Hill East Top,55.542747,-4.0387
High Mount,55.399447,-4.309635
Whitslade Hill,55.59818,-3.426449
Wardmoor Hill,55.34823,-2.624437
Salter Grain Hill,55.239414,-2.938401
Hart Horns,55.476975,-2.954607
Graig-ddu,52.990841,-3.245578
Carn Menyn,51.959815,-4.70277
Pen Lifau,52.038353,-3.857355
Foel Drygarn,51.970251,-4.683377
Hartcliff Hill,53.512288,-1.668799
Bucknell Hill,52.377574,-2.9655
Steppleknoll,52.438633,-2.999655
The Prison,57.638299,-6.271275
Cashlaundrumlahan,53.091581,-8.618673
Coppanagh,52.538475,-7.041299
Carrigatuke,54.229716,-6.615356
Croghan,52.557199,-7.023197
An Dun,56.717525,-3.453825
Hensbarrow Downs,50.383124,-4.812763
Sgarbh Breac,55.912593,-6.152235
Troutbeck Tongue,54.449952,-2.892312
Brackeny Crag,54.389076,-3.074761
Cruach Mhic an t-Saoir,55.627135,-5.586689
Knock Hill,56.127156,-3.52424
Meall na Moch-eirigh,57.881805,-4.966556
Meall na Teanga,58.271846,-4.594905
An Stuc,58.039037,-4.81233
Meall Carr nan Ruadhag,58.292577,-4.635672
Meall a' Ghruididh,58.002962,-4.477153
Meall Dearg,57.228825,-6.155424
Craig Ulatota,57.449895,-6.152346
Scout Hill,57.467917,-3.10362
Carsgailoch Hill,55.404703,-4.293111
Tarcreish,55.62575,-3.338811
Moel Findeg,53.141922,-3.18316
Lordshill,52.616892,-2.914377
Lydeard Hill,51.101145,-3.173235
Altnapaste,54.810925,-7.930761
Cark Mountain,54.886333,-7.872977
Knockaviltoge,52.713081,-8.056959
Foel Einion,52.525771,-3.892089
Mynydd Machen,51.603585,-3.122157
Cauldon Lowe,53.027175,-1.887739
Iwerddon,53.056251,-3.808649
Bizzyberry Hill,55.638593,-3.514125
Humblemoor Hill,55.427802,-2.355728
Craig-y-garn,52.97664,-4.219274
Smearsett Scar,54.105787,-2.30362
Bringewood,52.356793,-2.781103
Dirrington Little Law,55.770121,-2.500764
Boat How,54.510279,-3.374305
Meall nan Ruadhag,57.037308,-5.027462
Meall Garbhaig,57.655876,-5.50646
Carn nan Uaighean,57.391126,-5.770815
Cnoc Dubhaidh,58.429709,-4.695605
Ben Auskaird East Top,58.315734,-5.048962
Meall a' Bhuirich SE Top,58.062907,-4.775021
Satter Hill,57.290401,-2.671906
Stannery Knowe,55.384803,-4.379545
Pen Disgwylfa,51.626434,-3.696603
Pen Coed Parciau,51.699099,-3.070732
Hawshaw Hill,53.897048,-2.083726
Gratton Hill,53.111413,-1.804234
Knockalla,55.155153,-7.630733
Crockkinnagoe,54.599694,-7.808892
Knockalla Mountain NE Top,55.166226,-7.612775
An Socach,58.481126,-4.976692
Little Dodd (Loweswater),54.561005,-3.343997
Side Pike,54.438817,-3.091466
Craig-y-Rhiw,52.852517,-3.142127
Druim an Ruighe,57.018822,-4.149244
Creag an Daimh,57.472977,-3.94756
Diollaid Mhor,55.598878,-5.538054
Tom na Vowin,57.367812,-3.044082
Withi Gill,58.848881,-3.302862
Mula na Caillich,57.973318,-6.645147
Big Hill of the Baing,55.287108,-4.502153
Outer Law,55.53303,-3.766289
Early Knowe,55.63512,-2.999575
Corn y Fan,52.007553,-3.480014
Parkhouse Hill North Top,53.202321,-1.880156
Mynydd Ty'r-sais,52.590074,-3.691408
Letter South,51.902528,-9.657044
Fir Mountain,54.710189,-6.841806
Gowlbeg Mountain,51.717169,-9.606851
Keale Mountain,52.32914,-8.459493
Conic Hill,56.098586,-4.521076
The Fruin,56.046771,-4.769123
Hafod Ithel,52.290687,-4.038545
Down Hill,56.214878,-3.612606
Caton Moor,54.069609,-2.637525
Yeavering Bell,55.557686,-2.113823
Creag Bhile,57.023147,-4.257316
Creag Mhor North Top,57.329475,-5.476929
Tom Bharra,56.315976,-5.188443
An Tunna,55.576388,-5.225667
Mullach Mor,57.819691,-8.584532
Birny Hills,55.962113,-4.410041
Benmeal,54.991309,-4.241332
Feuars Hill,55.520577,-3.064524
Tod Rig,55.47741,-2.915269
Muckle Knowe,55.176111,-2.960608
Pen y Mwdwl,53.1881,-3.61436
Maelienydd,52.333617,-3.258042
Blaen Huddig,52.06701,-3.351594
Y Dduallt,51.652806,-3.394112
Cold Law,55.321848,-2.122381
Summerground Crags,54.677484,-2.899683
Nab End,53.192635,-1.883895
The Hills,53.172068,-1.893705
Musden Low,53.047864,-1.824765
Myndtown Hill,52.456827,-3.084633
Blagdon Hill,51.093341,-3.470472
Castlequin,51.97016,-10.226831
Craigol,52.217274,-3.495305
Raven's Crag,54.325973,-3.195084
Pike,54.586253,-3.105927
Hendry's Corse,55.803053,-3.639542
Creag na Rongais,56.900503,-4.576818
Tan y Llwyn,52.409296,-3.597885
Craig a Barns,56.584831,-3.605253
Dun Leacainn,56.16655,-5.168716
Hardens Hill,55.782614,-2.417948
Scale Knotts,54.442687,-2.842578
Sgairt Lair,57.306603,-5.219699
Torr Breac,57.48715,-4.542197
Creag Bhan,57.365724,-4.56715
Ruighe Chnoc South Top,58.059066,-4.901324
Am Mam,57.005008,-6.311686
Glaschul Hill,57.220978,-2.898437
Sheabhal North Top,56.971286,-7.470754
Black Hill,56.473371,-3.267879
Dersalloch Hill,55.304524,-4.490061
Breckonside Hill,55.305246,-3.38704
Black Hill,55.505664,-2.267009
Foel Lus,53.267463,-3.902129
Moel y Garnedd,52.905736,-3.642399
Pen Boncyn Cerniau,52.706322,-3.478651
Moel Caetwpa,52.6037,-3.595235
Pen Coed,52.670018,-3.501503
Collinward,54.653507,-5.957606
Coed y Gaer,52.448422,-3.465599
Cruach Breacain,56.020627,-5.498967
Baxters Bank,52.295414,-3.382675
Guttery Gairs,55.193188,-3.121455
Dun Leacainn (old GR),56.165449,-5.166418
Sale Fell,54.655627,-3.250157
Saline Hill,56.122062,-3.547928
Creag Shomhairle,58.41462,-4.77062
An Cladhan,56.685815,-4.452128
Carnachie,57.505146,-3.500285
Druim na h-Achlaise East Top,57.078838,-5.045887
Meall Doire Bhrath,57.2312,-4.597559
Meall Garbhaig North Top,57.662909,-5.512172
Cnoc Duchaire,57.712158,-4.321993
Tom Uaine,56.749628,-5.346849
Meikle Tap,57.113377,-2.459433
Wester Leochel Hill,57.178606,-2.772273
Tom Dubh,56.262528,-4.182912
Benbrack,55.096466,-4.272157
Hophills Nob,55.378258,-2.464255
Alkin Hill,55.257091,-3.092777
North Muir Hill,55.745102,-3.427647
Hutlerburn Hill,55.497789,-2.930922
Black Knowe,55.657118,-3.161813
Black Hill,55.353042,-2.631186
Hut Knowe,55.435411,-2.330763
Moel y Belan,52.771617,-3.463682
Lan-ddu,52.033312,-3.872012
Crugiau Dwy,51.948839,-4.662334
Sheep Hill,53.889279,-2.128185
Whitwell Moor,53.471623,-1.625923
Fell of Talnotry,55.02531,-4.3762
Scoop Hill,55.244664,-3.309976
Keshcorran,54.061826,-8.44057
Stingwern Hill,52.603946,-3.28187
Burrow,52.442219,-2.911889
Whin Crag (Eskdale),54.410029,-3.233382
Torr Alvie,57.157136,-3.857578
Mullach Bi,57.811807,-8.604761
Gask Hill,56.495705,-3.237826
Castramon Hill,55.132038,-3.912324
Moel Unben,53.196014,-3.63328
Heron Crag,54.419276,-3.204177
Craigend Hill,56.619837,-3.499531
Tom Liath,57.31461,-3.544462
Uabhal Mor,57.86847,-6.845957
Craigmore Hill,55.956054,-4.396752
Benneeve,55.127985,-4.01437
Bennan,55.234422,-3.894824
Ewe Hill,55.648231,-3.504214
Dumfedling Hill,55.31287,-3.187132
Moel Emwnt,53.199994,-3.602381
Mynydd Rhos-wen,51.979069,-4.217488
Wetton Hill SW Top,53.103427,-1.844718
Longcliffe Hill,53.094318,-1.648886
Black Hill,51.135804,-3.218838
Ben Dreavie West Top,58.312655,-5.017451
Carn Sgrabach,57.380776,-6.036413
Shannavara,53.433599,-9.605891
Middleton Moor,53.098959,-1.601265
Mynydd Carnguwch,52.958975,-4.42126
Creigarestie,55.952028,-4.485634
Bryn Nant Cae-garw,52.409051,-3.532187
Mardon Down,50.670197,-3.745234
Druim an Aird,56.97754,-4.343866
Cnoc an Daimh Mor,58.348336,-4.508052
Triuirebheinn,57.171122,-7.275533
Wauk Hill,55.199139,-3.822076
Mynydd Uchaf,51.776674,-3.863052
Sharp Haw,53.993474,-2.063328
Meall a' Choire Odhair,56.303357,-3.930179
Creag na h-Iolaire,58.203602,-5.082624
Suidh' a' Mhinn,57.635645,-6.343771
An Creachan,56.33687,-5.463062
Ceann Reamhar na Sroine,57.834062,-6.899194
Auchineden Hill,55.993328,-4.415993
Darrach Hill,56.021522,-4.000528
Birk Crag,54.511833,-3.059105
Creag an Duilisg,57.336188,-5.6057
Meall Glac Airigh an t-Saoir North Top,57.708544,-5.583776
Creag-mheall Beag,57.814815,-5.414094
Druim a' Chuilein,57.616269,-4.53122
Meall a' Mhuthaich,58.107006,-5.070235
Am Meallan,58.053098,-4.897399
Beinn Bhreac,56.7509,-5.946915
Creagan Dluth,56.131654,-5.392088
Creag nan Cuilean,55.384722,-5.754225
Craigannet Hill,56.039126,-4.069282
Black Hill,56.221683,-3.667923
Craig Hill,54.944262,-4.305855
Craigmawhannal,55.194446,-4.413653
Esdale Law,55.446285,-2.883104
Edgarhope Hill,55.740792,-2.712099
Henderland Hill,55.692313,-3.350949
Kittyflat,55.735522,-2.867948
Hirllwyn Bank,52.194677,-3.310254
Bryn Melyn,52.083888,-4.038038
Highspoon Hill,55.304857,-2.166844
Pinnacle Hill,52.076877,-2.340021
Lakeen,52.781562,-6.554299
Craigcannon,55.118448,-7.618348
Gartan Mountain,55.03369,-7.922554
High Crag,53.993356,-1.954314
Bole Hill,53.20608,-1.7277
Benarty Hill,56.166047,-3.364233
Allt y Main,52.727448,-3.242145
Mull of Miljoan,55.232691,-4.7099
Rhiwiau,51.922019,-3.814427
An Dun,56.42619,-4.049492
Creagan a' Choin,57.032385,-4.139051
Bracken Noits,57.539885,-3.282868
Meall a' Chaoruinn,58.107735,-4.246856
Knock More,57.534663,-3.138258
Hartabhal,56.972539,-7.462699
Knockinculloch,55.272091,-4.618097
Little Fell,55.286899,-3.705405
Turgeny,55.31746,-4.474984
Leven Seat,55.800104,-3.68227
Watch Law,55.925076,-2.548097
Pen Dolbelydr,52.915252,-3.891727
Little Mountain,52.139116,-3.143852
Ban Bronffin,52.044409,-3.906103
Mynydd Llanfihangel-rhos-y-corn,51.996792,-4.183401
Wenallt,51.884877,-3.290852
Little Asby Scar,54.475408,-2.477738
Soles Hill,53.069605,-1.855302
Bakers Hill,52.882312,-3.10488
Knockanaskill,51.88582,-9.694194
Tully Mountain,53.583774,-10.004942
Rannerdale Knotts,54.552643,-3.289032
High Rigg,54.588432,-3.071568
The Knock,57.047962,-3.076135
Milton Knowe,56.724361,-3.469287
Pikey Hill,57.544946,-3.31479
Beinn Bhreac SE Top,57.052075,-5.700683
Cnoc Chliamain,58.314104,-5.029154
Drumgoudrum Hill,57.238302,-2.856692
Easter Cairn,56.12336,-3.541175
Dunamoddie,55.235152,-4.57941
Bryan's Heights,55.295205,-4.366617
Whita Hill,55.152521,-2.975467
Cock Rig,55.773056,-3.362876
Rhuddallt,52.114424,-3.768584
Garn Fawr,52.2043,-3.306718
Moelfre,52.358841,-3.470959
Craig-yr-hudol,51.589947,-3.589021
Mynydd Eglwysilan,51.625452,-3.267974
Inner Hill,55.357675,-2.192083
Blackingstone Rock,50.65727,-3.718241
Hadborough,51.047338,-3.482911
Oldrey Hill,51.121361,-3.566215
Cruach an t-Sorchain,55.833993,-5.394852
Mount Foley,52.024378,-10.078242
Crusline,52.311115,-9.618003
Little Hill,52.234019,-3.356691
Cnoc na h-Iolaire,57.608991,-4.699699
Poultrybuie Hill,55.036962,-4.36271
Southdean Rig,55.340551,-2.897084
Belling Hill,55.399177,-2.566771
Milane Hill,51.695639,-9.203281
Sand Edge Common,54.759472,-1.881413
Kildoach Hill,55.304239,-4.527151
Beinn Ghuilean,55.394953,-5.587232
Latter Barrow,54.49015,-3.430522
High Pike Haw,54.344436,-3.134407
Bulabhall,57.836514,-6.963492
Mains Hill,55.632014,-2.86812
Ordan Shios,57.04527,-4.118492
Craig Lash South Top,57.01801,-2.708158
The Black Mares Rock,57.387395,-5.545038
Meall Meadhonach,58.476863,-4.970275
Carn-achaidh,58.364051,-4.611934
Cruach nan Gabhar,55.618492,-5.574777
Garbh Cruach West Top,56.18337,-5.341846
Cnoc na Dail,55.515036,-5.211658
Learney Hill,57.132584,-2.61618
Ironside Hill,56.558143,-2.978564
Ben John,54.866939,-4.268716
Gallow Law,55.646352,-3.458869
Cefn Mawr,53.042808,-3.404072
Maenhinon,52.455313,-3.623629
Keisley Bank,54.61112,-2.445403
High Field,53.249258,-1.758779
Bryn Bedd,52.110263,-3.941596
Caeliber Isaf,52.532856,-3.163639
Knock of Formal,56.677533,-3.215775
Ballyarthur Hill,52.311674,-8.309333
Lundie Craigs,56.526881,-3.170351
Carmichael Hill,55.635779,-3.705931
Cruach Lochan a' Ghriasaiche,56.936827,-5.682175
Carn na Doire Leithe,57.310065,-4.775833
Carn Loch Thollaidh,57.31536,-5.497121
Cnoc Tuarie,58.165175,-3.991054
Creag Liath,58.239772,-4.144464
Monadh Meadhoin,56.620744,-5.735952
Taobh Dubh,56.651343,-5.613303
Cruach na Gearran South Top,55.999884,-5.244154
Gallows Hill,57.416832,-2.980547
Firestane Edge,55.419411,-2.946393
Huntly Hill East Top,55.505578,-2.897659
Fala Hill,55.794244,-2.986915
Meg's Hill,55.315144,-2.929947
Foel Gron,53.138322,-4.118426
Pen Tan y Bryn,53.077863,-3.120823
Dod Hill,55.481638,-2.020835
Gibbet Hill,50.610735,-4.117022
Pepperdon Down,50.65425,-3.727821
Cnoc Mordain,53.378119,-9.707613
Big Collin,54.802117,-6.084938
Knocknabrone Hill,52.019795,-9.811426
Great Hill,55.21355,-3.667261
Na Maoilean,56.483379,-5.289736
Yr Allt,51.953335,-3.580896
Craig y Felin,51.70485,-3.266357
Knockadullaun,52.188891,-8.045172
Upper Park,52.639114,-3.198793
Dent,54.502333,-3.48165
Dundaff Hill,56.036514,-4.031241
Meall Loch Airigh Alasdair,57.363075,-5.753273
Cruach Dhubh,56.089416,-4.65839
Cluain Circle,56.402862,-3.972407
Cnocan Dubh,57.089695,-5.016875
Carn na Creige,57.336096,-5.497504
Cnoc Allt na Beithe,58.181746,-3.634138
Creag Bhan Ard,56.570509,-5.849891
Cul nan Creagan,55.588559,-5.211728
Hill of Dumeath,57.425005,-2.969109
Kirk Hill,57.191062,-2.772996
Cnoc Cailliche,57.322067,-2.877023
Place Hill,55.477474,-2.309741
Burley Hill,53.133274,-3.196704
Tarren Tyn-y-maen,52.55313,-3.883722
Pantycelyn,52.068695,-4.024273
Foel y Bwlch,52.706731,-3.571207
Pen y Bannau,52.285782,-3.845851
Nantiwrch,52.040456,-3.880724
Mynydd Uchaf East Top,51.784701,-3.835226
Haddon Hill,55.556572,-2.203483
High Out Wood,54.463603,-2.318281
Birkett Common,54.427759,-2.348399
Graigorddle,52.530912,-3.477956
Hog Hill,55.709835,-3.186662
Milquhanzie Hill,56.403852,-3.792971
Stroness Hill,56.415143,-3.763204
Tronshaw Hill,55.453011,-2.35099
Ben Corkeval,57.406472,-6.689022
Stroness Hill North Top,56.423881,-3.75028
Meall an Fheuraich,56.474316,-5.076652
Carnan,57.41458,-5.533223
Creag Caoileid,56.138417,-5.374973
Beinn a' Deas,58.103532,-6.953298
Cambret Hill,54.892924,-4.303208
Nether Dod,55.249344,-3.615977
Auchinoon Hill,55.847296,-3.44968
Old Hill,55.560077,-2.987522
Dowglen Hill,55.197407,-3.040883
Allt Tair Ffynnon,52.80313,-3.273376
Cefn Du,53.241311,-3.745843
Maes y Fedw,52.933065,-3.576194
Fishpool Hill,52.551565,-3.007765
Bryn Mawr,51.762192,-3.898684
Butterdon Hill,50.682159,-3.770252
Mulmosog Mountain,54.727636,-8.402742
Pen-rhiw Tip,51.607305,-3.135505
Creag Far-leitire,57.098811,-3.933192
Carn an Dubh-ghlaic,57.30924,-4.385996
Creag Ghilleaspuig,57.08736,-5.001828
Cnoc a' Chraois,58.321287,-4.637811
Glas Bheinn Bheag,57.256816,-6.010665
Cora-bheinn,56.890824,-6.178553
Creagan Airich Chaimbeulaich,56.279411,-5.413256
Sgreadan Hill NE Top,55.516353,-5.56233
Cnuic Charrach,55.875295,-5.982675
Little Hill,56.328783,-3.989579
Maccallum,55.203697,-4.460706
Brown Hill,55.175684,-3.976509
Chanlock Rig,55.282409,-3.924036
Broadfield Height,55.280051,-3.365993
High Seat,55.370556,-2.945952
Syke Hill,55.629632,-3.2695
Llechwedd Llwyd,52.79989,-3.30676
Penwar,52.469927,-3.579572
Penvay,51.958139,-3.612545
Steeton Moor,53.872418,-1.966902
Crown Point,53.761614,-2.2476
Gutter Tor,50.483114,-4.009563
Binnein Mor,55.934719,-5.216103
Cowlow Hill,53.253755,-1.847457
Longridge Fell - Spire Hill,53.86463,-2.521572
Craig y Bwlch,52.310326,-3.881361
Holdstone Hill,51.211787,-3.977554
Beinn Domhnaill,57.939791,-4.231917
Mynydd Moelgeila,51.602342,-3.603302
Garwall Hill,55.121463,-4.593469
Stanner Hill,52.224709,-3.075219
Mynydd y Grug,51.611196,-3.190209
Mynydd Margam,51.58541,-3.692909
Hill of Cally,56.662422,-3.424145
Druim Fiaclach,56.900907,-5.717913
Beinn a' Ghairchin,57.353868,-4.531407
Meall Airigh Mhic Criadh,57.733337,-5.644015
Creag Sail a' Bhathaich,58.311991,-3.962649
Ben Alisky,58.325499,-3.632231
Fiurnean,57.464212,-6.146612
Cruach nan Tarbh,55.99237,-5.256356
Craigievar Hill,57.174217,-2.726028
Georgeton Hills,56.151899,-3.498785
Meikle Hill of the Shalloch,55.290667,-4.485901
Far Height,55.33097,-2.917849
Allt Goch,52.749164,-3.288099
Y Gribyn,52.513495,-3.58644
Dillicar Knott,54.382094,-2.589422
Mardon Down East Top,50.675203,-3.732794
Crow Edge,53.654403,-1.894038
Crockmore,55.080321,-7.842611
Clomantagh Hill,52.739934,-7.509189
Cloonagh,54.190922,-8.690115
Graig,51.907432,-3.019203
Orthwaite Bank,54.690841,-3.154971
Beinn Glas-choire,58.321157,-3.655011
Creag a' Mhadaidh,56.201918,-4.399285
Meall a' Ghuirrain,57.723773,-5.617209
Carn Airigh an Easain,57.798186,-5.363698
Creag-mheall Beag North Top,57.818401,-5.414434
Cnoc a' Ghiubhais,58.179064,-4.470769
Meall Carr nan Ruadhag North Top,58.302517,-4.632998
Carn Mor,58.001243,-4.704874
Beinn a' Chapuill,57.495851,-6.275911
Cruach an Eachlaich,56.204389,-5.43705
Cochno Hill,55.949534,-4.430419
Sandy Hill,55.674732,-3.426674
Corston Hill,55.855387,-3.447873
Foel Fawr,52.63384,-3.95341
Garreg Ddu,52.997613,-3.936039
Mynydd Cefn-ddwy-graig,52.893134,-3.582639
Ysgubor Pen-y-bryn,52.497591,-3.651424
Bwlchau,52.220213,-3.292999
Bedw-bach,52.052562,-3.844754
Elbolton,54.04988,-1.992039
Wharmton,53.541446,-2.021455
Harrop Edge,53.572566,-2.00412
Tolborough Tor,50.572071,-4.578127
Tom a' Mhullaich,57.169688,-4.536435
Cruach Torr an Lochain,56.491351,-5.958776
Eabhal,57.528093,-7.182943
Mynydd Castlebythe,51.930346,-4.868677
Monadh Meadale,57.343132,-6.317798
An Dun,56.78513,-5.067306
Druim an Tuirc,57.355698,-3.968525
Creagan Mor,57.411379,-4.440462
Cnoc na Sroine,57.744838,-4.388962
Cnoc nan Tri-chlach,58.377602,-4.067312
Beinn Bhuidhe na Coille Moire,56.502733,-6.085284
Druim Hain,57.225186,-6.156672
Beinn Sholum,55.672641,-6.13983
Knockeen,55.212463,-4.658939
Rig Hill,55.359712,-4.319469
Lead Law,55.762913,-3.362681
Bombie Hill,55.18052,-3.07003
Mynydd y Cilgwyn,53.064594,-4.243587
Yr Allt Boeth,52.740454,-3.444758
Foel Fawr,51.644489,-3.652572
Fredden Hill,55.534463,-2.071738
Abney Low,53.31168,-1.69713
Hazler Hill,52.531081,-2.790545
Buxton Hill,52.593211,-2.955397
Muil Hill,55.106076,-3.850399
Crotlieve Mountain,54.149935,-6.150383
Bryn,52.740714,-3.349399
Weythel Common,52.20168,-3.115211
Mynydd Carningli,51.999588,-4.824017
Dent,54.503594,-3.488027
Cnoc a' Chomh-stri,56.236549,-5.34861
Beinn a' Mheadhain Far East Top,57.29889,-5.430987
Broc-bheinn,57.314361,-6.263874
