Name, Latitude, Longitude
The Storr South Top,57.496649,-6.190633
Creag Dhubh,56.664259,-5.663523
Green Hill,57.17845,-2.605365
Sron Scourst,57.982861,-6.897384
Meikle Auchinstilloch,55.566871,-3.970482
Hitteril Hill,55.356355,-3.634168
Mullagh Ouyr,54.246406,-4.460228
Mynydd Tan-y-coed,52.624821,-3.969718
Bryn Moel,52.504686,-3.809318
Bell Hill,55.384411,-2.249697
Llechwedd Mawr,52.97545,-3.819452
Wigg Knowe,55.328844,-2.669702
Derrygarriff,51.937828,-9.639441
Leenaun Hill Far South East Top,53.556635,-9.684759
Seefin E Top,52.025703,-8.911267
Seefin,52.027318,-8.934611
Creag Bhuidhe,56.398961,-4.081865
Belles Knott,54.467755,-3.085771
Little Hill,52.17511,-3.255013
Gyrn Goch,53.001619,-4.374579
Meall nan Each,56.71019,-5.870549
Whatshaw Common,54.449079,-2.707917
Cairnacay,57.379309,-3.32671
Craig Glas,57.161053,-2.974808
Polholm Rig,55.42279,-3.937478
Upper Oliver Dod,55.51424,-3.443034
Sandtrae Knowe,55.420193,-3.227477
Moel y Croesau,52.927899,-3.86404
Is-afon,52.87204,-3.596907
Esgair Cerrig,52.195489,-3.823188
Castle Crag,54.438817,-2.856144
Cnoc an Fhuarain Bhain,58.198617,-4.890913
Creag Loisgte,56.66014,-3.528654
Carn a' Bhreabadair,57.153145,-4.547435
Kailrine Hill,56.024256,-4.257068
Crug Gynon South Top,52.248589,-3.765566
Millstone Rigg,54.645002,-2.00305
Na Craigean,56.644795,-4.038372
Healabhal Bheag,57.384259,-6.620372
Huiseabhal Mor,57.993699,-7.040627
Woodend Height,54.347579,-3.298714
Bampton Fell,54.54095,-2.794257
Cnoc a' Chaorainn,56.761271,-3.467784
Knachly,56.788657,-3.088031
Knockton,56.710008,-3.31528
Sron na Muic,57.203382,-4.638655
Creag nan Corrachan,57.602888,-4.769039
Meall nan Cra,58.488917,-4.784232
An Sniomh,58.222744,-4.913223
Druim Eadar Da Choire,57.243097,-6.103701
Brown Dod,55.450632,-3.769025
Altry Hill,55.278528,-4.084811
Turkey Hill,55.566908,-3.569013
Badentree Hill,55.449252,-3.481866
Creigiau Dwyfron,52.742491,-3.661972
Bryn-y-maen,52.207613,-3.220447
Bryn Mawr,52.498566,-3.881742
Merryton Low,53.146131,-1.939639
Silvermine Mountains West Top,52.77839,-8.267467
Baurearagh Mountain,51.787124,-9.61803
An Cnoc Glas,54.996769,-8.169495
Learmount Mountain,54.828253,-7.098285
Paddock Slack,55.544829,-3.077019
Meall an t-Sithein,56.996603,-4.396388
Birch Tor,50.619528,-3.857896
Green Crag,54.373697,-3.232801
Cyrniau,52.816043,-3.391603
Common Hill,55.555734,-3.916776
Slieau Freoaghane,54.263934,-4.549025
Bryn Amlwg,52.563198,-3.592364
Grike,54.513766,-3.41488
Gavel Fell - High Nook,54.557805,-3.361753
Quickningair Hill,55.354911,-3.151275
Foel y Ddinas,52.860947,-3.557522
Creag Buidhe,57.005112,-4.278094
Creag na Moine Moire South Top,56.584754,-3.796203
Druim a' Vuic,56.555665,-5.215987
Faire Mhor,56.707564,-3.64372
Baudy Meg,57.031958,-2.833964
Cnoc Chalmac,57.091242,-3.21344
Craig Nordie,57.034782,-3.261956
Beinn a' Ghrianain,58.269305,-4.931244
Red Hill,57.174812,-2.638522
Allanrowie East Top,56.036372,-4.249154
Castlelaw Hill,55.869953,-3.240508
Ewe Hill,55.487239,-3.498817
Cocklie Rig Head,55.544486,-3.441004
Fedw-ddu,52.511806,-3.68647
Nettlehope Hill,55.395409,-2.172183
Knockoura,51.652499,-9.992931
Calver Hill,54.398387,-1.981313
Creag Bheag,57.0896,-4.071025
Pen y Garn-goch,52.139545,-3.630927
High Scarth,54.428914,-3.211027
Benachally,56.624948,-3.524069
Lightning Hill,55.304767,-2.922489
Colden,54.227662,-4.543735
Creag an Achaidh Bhain,56.59794,-3.806505
Stuc Scardan,56.287601,-5.053435
Beinn Phlacaig South Top,56.473112,-5.201428
An Geurachadh,56.922184,-4.577491
Carn Leachter,57.29359,-4.251739
Tom an t-Seallaid,56.22288,-5.230167
The Scalp,57.418009,-3.057165
Clova Hill,57.295877,-2.809731
Rivox Fell,55.330527,-3.564734
Tops of Craigeazle,55.121738,-4.366272
Horse Pow Hill,55.391829,-3.582091
Hillend Hill,55.31999,-4.249889
Craig Hill,55.423097,-3.186328
Hog Hill,55.511468,-3.396105
Little Craigie Side,55.599789,-3.131519
Cefn Lletyhywel,52.350909,-3.523598
Esgair Ffrwd,52.203572,-3.826168
Christianbury Crag,55.132617,-2.663841
Chains Barrow,51.162331,-3.811129
Crossderry,51.962219,-9.694163
Teevenacroaghy,53.762172,-9.636867
Mweelin,51.890309,-9.265851
Wolftrap Mountain,53.092491,-7.593251
Baystones,54.438194,-2.921751
Dryhope Hill,55.398954,-2.114077
Wansfell,54.439382,-2.921131
Creag Ghiubhais,57.045118,-3.13478
Craig Tiribeg,57.403079,-3.689978
Ysgyryd Fawr,51.859066,-2.972614
Beinn Smeorail,58.079598,-3.930505
Slai na Gour,57.045426,-2.914797
Meall Buidhe,57.168481,-5.631209
Conamheall,58.419705,-4.804915
Beinn Bhiorach,55.668973,-5.280898
Garlet Hill,57.235063,-2.935425
Cloichedubh Hill,57.361152,-2.941839
Eldrick Hill,55.203664,-4.570819
Shiel Hill,55.429166,-3.918414
Willowgrain Hill West Top,55.389294,-3.85039
Y Gesail,52.979988,-3.60026
Yr Allt,52.369956,-3.712408
Hailshowers Fell,54.04241,-2.463016
Cefn Hill,52.045155,-3.064533
Knocknanask,52.216928,-7.831005
Cro an Lochain,55.008554,-8.049199
Tylcau Hill,52.377532,-3.261934
Slievenagower,52.197932,-10.136762
Steele's Knowe,56.253256,-3.664905
Mynydd Bedwellte,51.746264,-3.239631
Tre'r Ceiri,52.975152,-4.422492
Carn nan Iomairean,57.359379,-5.469406
Creag Riabhach,58.528199,-4.957642
Dubh Bheinn,56.032346,-5.88392
Carleatheran,56.10157,-4.11103
Cadair Fawr,51.800059,-3.483636
Dull Hill,56.629824,-3.969108
Cam Sgriob,57.350261,-3.705118
Meall Creag Airighe,56.595462,-3.793926
Garbh-mheall Beag,57.01213,-4.112143
Stobie Hillock,56.924627,-2.713659
Beinn a' Ghrianain East Top,58.271867,-4.924122
Brown Hill,57.416275,-2.935582
Conrig Hill,55.396486,-3.870908
Garn Fawr,52.197447,-3.891867
Bryn Mawr,52.428173,-3.283177
Coldburn Hill,55.510698,-2.156313
Pipers Hill,54.434723,-2.681908
Y Gribin,52.74472,-3.621715
Slievemartin,54.093554,-6.165123
An Cnoc Fada,54.995064,-8.080431
Mullaghsallagh,54.801671,-6.923162
Garreg-hir,52.569834,-3.47883
Simon's Seat,54.034191,-1.881029
Y Gribin (old GR),52.742044,-3.627393
Wansfell Pike,54.429332,-2.935396
Maiden Pap,58.242662,-3.622766
Middle Crag,54.532437,-3.101844
Strone Nea,57.812655,-5.041016
Drake Law,55.47979,-3.732321
Beinn Dearg,56.3432,-5.311546
Bryn Brawd,52.150119,-3.903848
Whatshaw Common East Top,54.449714,-2.69906
Cnocan Oisinneach Mor,56.669105,-3.57928
Tom Mor,57.385297,-3.545271
Carn Ruigh Chorrach,57.391163,-3.682075
An Liathanach East Top,57.566288,-5.112943
Creag nan Lochan East Top,56.78761,-5.657537
Meall Mor,55.917458,-5.46459
Creag Dhubh,56.19626,-5.01564
Meall Leathan Dhail,56.277835,-4.155062
Irish Law,55.793552,-4.777188
Laverhay Height,55.274239,-3.334742
Ty'n-y-ddol Hill,52.402507,-3.262015
Greyhound Law,55.349011,-2.377793
Ward Law,55.416403,-2.215352
Scalp Mountain,55.089968,-7.364846
Barcam,53.050476,-7.662241
Drysgol,52.357586,-3.548718
Beinn Dearg,56.196639,-5.186178
South Barrule,54.149478,-4.669286
Longlands Fell,54.708411,-3.125313
Sour Howes,54.421166,-2.883595
Castle Hill,55.482982,-3.671469
Cumrew Fell,54.861662,-2.680353
Middle How,54.489371,-3.087625
Cnoc na Nathrach,56.296202,-4.523297
An Guirean,56.663533,-3.872319
Carn Clach nan Fearna,57.143228,-4.594981
Carn na Caorach,57.246375,-4.613436
Beinn Lice,58.268214,-4.839484
Scrinadle North Top,55.933558,-5.998864
John's Hill,56.254917,-3.613433
Sim's Hill,56.250178,-3.61643
Black Hill,55.411092,-3.932103
Foel Cae'r-hafotty,52.859852,-3.605967
Glog,52.457458,-3.338985
Llethr Hir,52.289923,-3.712501
Raeshaw Fell,55.408777,-2.333857
Crohaun,52.156156,-7.598918
Binn Bhan,53.548827,-9.728205
Ridge of Capard,53.09071,-7.48985
Bryn y Fan,52.483893,-3.575286
Hirfynydd,51.75456,-3.680015
Sharp Knott,54.568209,-3.382735
Cioch Mhor,57.63729,-4.508201
Sgiath Ghorm,56.202051,-4.559766
Beinn a' Bheurlaich,57.397669,-4.109916
Carn a' Gharbh-choire,57.304842,-3.955261
Meall an Daimh,57.259595,-4.901395
Cnoc Salislade,58.192057,-3.797912
The Craggan,58.123718,-3.86919
Maol Mheadhonach,56.415716,-6.054993
A' Chruach,56.035293,-5.001129
Leids Hill,57.326185,-2.969827
Whiteside,55.310601,-3.950203
Ward Law,55.551132,-3.543178
Moel Berfedd,53.081305,-4.014703
Mynydd Bach,52.897647,-3.264639
Cerrig yr Hafan,52.477294,-3.868009
Y Foel,52.277204,-3.577283
Aganny Top,54.386702,-8.240863
Carroll's Hill,53.068455,-7.665084
Bunnacunneen SE Top,53.545382,-9.587755
Emlagh,52.162289,-9.950202
Mabbin Crag,54.413508,-2.671448
Way Stone Edge,53.622973,-2.002189
Little Castle How,54.458996,-3.066148
Glentye Hill,56.201228,-3.860287
Gowbarrow Fell (Wainwright summit),54.58811,-2.918201
Gowbarrow Fell,54.587217,-2.91866
Todholes Hill,55.413125,-3.983611
Llechwedd y Glyn,52.471607,-3.673801
Ward Hill,58.900618,-3.340513
Dufton Pike,54.633904,-2.466473
Cruach nan Capull,56.127365,-5.100318
Blackcraig Hill,56.659982,-3.482329
Addlebrough,54.286486,-2.08221
Peat Hill,56.794384,-2.818156
Creagan na Radhairc,57.878668,-5.019629
Meall a' Chaorainn,56.538255,-5.631249
Dubh Chreag,55.874754,-5.531035
Cairn Hill,55.182101,-4.659947
Rough Knowe,55.523245,-3.014906
Blackhall Hill,55.399528,-2.347927
Peatshank Head,55.558892,-3.017061
Cefn y Rhondda,51.666078,-3.48864
Truman,52.375997,-3.797867
Quickbeam Hill,50.473605,-3.898819
Spurn Hill,56.653114,-3.53956
Riding Hill,55.647565,-3.330021
Am Binnein,56.402062,-4.037483
Carn na Dubh Choille,57.667005,-4.705755
Carn a' Bhreabadair,57.80206,-5.17826
Glais Bheinn,56.530784,-5.707554
Cnoc Fergan,57.289415,-3.433421
Am Buachaille,57.025268,-4.073954
Tom Beag,57.261044,-3.433141
Creag an Righ,57.345767,-3.738065
Carn Shalag,57.459587,-3.478415
Carn a' Mhearlaich,57.56815,-4.768703
Creag a' Bhodaich,58.102519,-3.844323
White Hill,55.460983,-3.987009
Crumpton Hill,55.212215,-3.028351
Craig y Garreg-lwyd,52.967774,-3.884504
Foel Gurig,52.394514,-3.591252
Bryngydfa,52.417108,-3.282062
Bryn Rhudd,52.186513,-3.914736
Devilsbit Mountain,52.821471,-7.915472
Mullaghash,54.860754,-7.004123
Cnoc Bhealach Gaoithe,55.00046,-8.069503
Sail Chalmadale,55.609693,-5.313033
Benard,52.331161,-8.262969
Torc Mountain West Top,51.996766,-9.529839
Hoof Stones Height,53.75814,-2.130773
Armboth Fell (Birkett),54.534097,-3.088273
Beinn Chlaonleud,56.626151,-5.672596
Wether Law,55.722096,-3.283659
Slieau Ruy,54.209535,-4.565059
Creag an Eunaich,56.579271,-3.660599
Crom-Chreag,56.495452,-3.815421
Stacain Bealach nan Cabrach West Top,56.360058,-4.985841
Auchnacraig Hill,56.991016,-3.089465
Carn na Leitir Beithe,57.242179,-4.89843
Stob Loch a' Bhealaich,57.250071,-4.574586
Meallan Liath Beg,58.109826,-3.897318
Mellock Hill,56.237076,-3.576831
Mosshope Fell,55.347894,-3.574914
Cock Rig,55.82005,-3.354287
Whitelaw Hill,55.60688,-3.278909
Phillip Shank,55.438064,-2.275403
Pen Garneddwen,52.958049,-3.685606
Mynd,52.225555,-3.200082
Foel Goch,52.517044,-3.923108
Llanbedr Hill,52.118353,-3.282177
Esgair Foel-ddu,52.51564,-3.905921
Hawthornthwaite Fell Top,53.958273,-2.641113
Belstone Tor,50.711308,-3.963949
Ballinafunshoge,53.075106,-6.262459
Beenduff,51.90336,-10.159839
Silvermine Mountains E Top,52.775737,-8.248188
An Bhinn Dubh,52.181938,-10.218229
Saggartnadooish E Top,55.041206,-8.000882
Whitehills,53.251199,-2.050191
Hesk Fell,54.340895,-3.268861
Foel Dinas,52.714054,-3.714943
Cromadh Mor,56.442221,-4.882716
Carn Mor,56.302354,-4.403897
Ceann Creige,56.462286,-5.231556
Monadh Gorm,56.969292,-5.357293
Beinn Clach an Fheadain,57.823897,-4.296539
Daugh of Corinacy,57.359102,-3.010589
Shiel Hill,55.320145,-3.941814
Campland Hill,55.378976,-3.539941
Bowerhope Law,55.484525,-3.186607
Caerketton Hill,55.882658,-3.223567
Patie's Hill,55.802795,-3.337159
Plora Rig,55.605894,-3.035833
Carn Fawr,52.134653,-3.946236
Bryn,52.184523,-3.603199
Castle Fell,54.406854,-2.663867
Divis,54.611284,-6.018513
Cummeen,52.20362,-10.004674
Meenard Mtn W Top,54.827747,-6.995364
Curracahill,52.031939,-9.125589
Bohilbreaga,54.843825,-6.8193
Benbaun,53.546765,-9.86542
Craignell,55.049107,-4.333757
Slitherstone Hill,53.334389,-1.817616
Snailsden Pike End,53.527289,-1.807632
A' Bheinn Bhan,56.744856,-5.360806
Gwastedyn Hill,52.284089,-3.48672
Cruach a' Phubuill,55.929998,-5.489409
Cuilt Hill,56.757465,-3.210685
Carn Bad na Caorach,57.399131,-3.612823
Braigh na Leitire,57.52638,-5.021671
Carn Odhar,57.492545,-5.328031
Stock Hill,55.316922,-3.069603
Pen Garnbugail,51.723504,-3.303725
An Cruachan,56.598066,-3.789684
Meall a' Chreamha,56.590838,-5.099387
Creag nan Caisean,56.721659,-3.99917
Creag Chonochair,56.90208,-4.716131
Meall an Tuim Bhuidhe,57.617399,-5.658552
Cnoc an Droighinn,58.166194,-4.949408
Meall Reamhar,55.857423,-5.551954
Dubh Bheinn SE Top,56.028868,-5.876151
Millhuie Hill,57.234228,-2.987075
Jock's Hill,57.412258,-3.142831
Mount Stuart,55.454553,-3.969463
Merry Law,55.271381,-3.043305
Fauldshope Hill,55.532077,-2.969566
Foel Ddu,52.835611,-4.028922
Y Garn,52.924761,-3.847377
Banc y Ddinas,52.103228,-3.668763
Yearning Law,55.399994,-2.289902
Langdale Knott,54.412334,-2.525788
Creag Shrath-nin,57.290407,-4.015894
Maumthomas SW Top,53.944287,-9.721665
Hail Storm Hill,53.670339,-2.251258
Beenbo,52.200153,-10.128253
Derrybawn Mountain,52.998259,-6.33409
Beinn Sgeireach,58.068407,-4.623264
Craiglich,57.137376,-2.7731
Crailzie Hill,55.693968,-3.283739
Gwastedyn Hill West Top,52.285447,-3.493802
Glede Howe,54.501359,-2.740724
Doddin,55.400685,-3.674279
Whins Brow,53.974473,-2.555692
Rippon Tor,50.56644,-3.771151
Carnan Ban,57.857398,-5.158446
Meall Beag,56.587935,-4.778932
Meall Garbh nan Gobhar,57.0609,-5.721464
Maol Mheadhonach,56.388931,-6.115323
Creag nan Lochan South Top,56.781846,-5.670078
Beinn Chlaonleud South Top,56.613839,-5.680612
Beinn Dearg West Top,56.1927,-5.198412
Tom a' Bhiorain,56.117008,-5.092807
Craggan More,57.388643,-3.385177
Brown Hill,55.380598,-3.83764
Yarngallows Knowe,55.335333,-4.167911
Pen Tan-y-graig,52.955363,-3.269701
Castle Bank,52.389019,-3.364172
Pen y Tywi,52.245525,-3.749096
Lose Hill,53.364907,-1.771441
Shoulsbarrow Common,51.138299,-3.845783
Cruach Mhin an Fheannta,54.800131,-8.092486
Douce Mountain,51.798568,-9.271978
Crohane SW Top,51.983237,-9.393647
Cullaghacro,54.765921,-8.163872
Esgair Dernol,52.369949,-3.610625
Mynydd Epynt,52.106416,-3.518126
Armboth Fell,54.532026,-3.089702
Burnbank Fell,54.575943,-3.37834
High Pen,54.557462,-3.377763
Giolabhal Glas,57.918091,-6.816256
Corb Law,56.264329,-3.61039
Force Crag,54.580753,-3.245605
Dull Hill SE Top,56.626593,-3.957558
Beinn Chaorach,56.615014,-4.784639
Sron na Muic West Top,57.203068,-4.653535
Baderonach Hill,57.166539,-2.935879
Brux Hill,57.278681,-2.829256
Corsencon Hill,55.408221,-4.099709
Goodbush Hill,55.592595,-4.039063
Onweather Hill,55.438259,-3.484252
Mynydd Rhyd-galed East Top,52.619471,-3.917697
Moel Dywyll,53.159511,-3.270782
Yr Wylorn,52.339891,-3.528092
Gias,52.461814,-3.673901
Pen Tri Chrugiau,52.078179,-3.566449
Lumsdon Law,55.342378,-2.432395
Fremington Edge,54.412227,-1.950352
Creag a' Chaobh,57.422592,-5.002585
Carnavaddy,54.061406,-6.30095
Maol na nDamh,54.691335,-8.501629
Gamallt,52.326573,-3.534214
Hail Storm Hill (boundary),53.666438,-2.237961
Kirikee Mountain,52.9603,-6.305532
Stob Loch Skiach,56.611668,-3.701503
Rowantree Craig,56.244587,-3.637803
Y Garn South Top,52.920926,-3.84769
Beinn nan Cabag,57.661765,-4.761487
Blackstone Edge,53.642893,-2.041806
Stangs,54.49372,-2.955933
Druim Ruighe Chail,56.838422,-4.043
Brackenstake,57.019116,-2.787345
Cairn Rynettin,57.214805,-3.641982
Carn Mor,58.232612,-3.66032
Cruach Airigh an Aon-bheinn,56.812754,-5.745407
Yadburgh Hill,55.314486,-3.363001
Black Hill,55.287277,-3.328481
Drum Ddu,52.091599,-3.491231
Blease Fell,54.398132,-2.581073
Aird Chadhachan,57.061104,-5.455363
Agnew's Hill,54.844378,-5.934211
Feorus East,51.823473,-9.654143
Craig y Garreg-lwyd West Top,52.966993,-3.891797
Pen Bwlch y Ddeuwynt,51.844521,-3.756649
Crimpiau,53.11817,-3.894634
Beinn Donn,56.57689,-5.32089
Aikin Knott,54.568322,-3.215604
Carn Tarsuinn,57.300554,-5.316429
Carn Dubh,57.83874,-4.550185
Beinn a' Sga,57.523689,-6.26586
Mullach a' Ruisg,58.01295,-6.796393
Dod Law,55.748081,-2.997395
Dyrysgol,52.838796,-3.73381
Pen y Tywi South Top,52.238332,-3.753324
Winder,54.333884,-2.533568
Mount Famine,53.361259,-1.916916
Waterhead,55.234319,-4.449776
Tievedockaragh,54.143319,-6.129252
Meall an Fhuarain,58.238433,-4.534141
Creag Dhubh Bheag,58.239094,-4.599601
Glas Bheinn,55.757698,-6.098301
Beinn Bhan,55.730051,-6.137954
Mynydd Twyn-glas,51.674481,-3.071583
Stoupdale Head,54.274919,-3.304568
Waterhead (old GR),55.234315,-4.457878
Banc y Celyn,52.108009,-3.391983
Whitegill Crag,54.455839,-3.084561
Druim a' Chait,56.817977,-3.807891
Carn na Saobhaidhe,57.119824,-4.637662
Coireag Chaorainn,57.749181,-5.414622
Cnoc Poll an Achaidh Bhuidhe,58.297849,-4.9689
Sron Bhreac-liath,56.301955,-5.174339
Darnaw,55.059389,-4.329626
Spirebush Hill,55.579454,-4.02012
Black Burn Head,55.280612,-3.054583
Leap Hill,55.303988,-2.767483
Whinfell Beacon,54.396342,-2.658399
Peat Law,55.385006,-2.149772
Maughanaclea Hills E Top,51.741047,-9.271811
Sliabh Tuaidh West Top,54.761883,-8.594152
Coomhola Mountain,51.777548,-9.456852
Slievemeen,54.088166,-6.16536
Lackabaun,51.881939,-9.291757
Moel Wnog,52.979145,-3.885193
Beinn Mhor,57.332291,-3.673103
Healabhal Mhor,57.405776,-6.630885
Ben Aigan,57.518242,-3.154041
Hill of Fare,57.116131,-2.543536
Cacra Hill,55.445081,-3.080229
Gowk Hill,54.54248,-2.859735
Carn Bad nan Luibhean,57.285991,-3.903192
Wennallt,52.330703,-3.414638
Meall Dubh-ghlas,56.811774,-4.021792
Creag na Spaine,57.024224,-3.289472
An Sithean,57.415242,-4.920411
Carn na Canaich,57.793355,-5.203339
Beinn a' Ghuilbein,57.63368,-4.646358
Creag Sgoilteach,58.185264,-4.419857
Creag Dhubh,58.017473,-5.135756
Ewe Hill,55.251297,-2.865089
Bryn Gwyn,52.490838,-3.870144
Esgair Llethr,52.172488,-3.863489
Leap Hill,55.356505,-2.429316
Whinash,54.427062,-2.663099
Ashstead Fell,54.418114,-2.67556
Bradwell Moor,53.318033,-1.803485
Creag Bhreac,57.622758,-5.627444
Doughill Mountain,51.814567,-9.28838
East Craigs,56.243537,-3.700326
Box Law,55.812192,-4.782906
Eldon Hill,53.327114,-1.827842
Crocknalaragagh,55.082782,-8.025247
Creachan Dubh,56.071126,-5.189484
Gormol,57.969444,-6.564494
Fell of Fleet,55.010075,-4.243604
Lingmoor Fell,54.432067,-3.07641
Tulach Hill,56.753774,-3.866535
Mwdwl-eithin,53.010561,-3.507573
Beinn Bheag,56.532075,-5.169184
Creag Righ Tharailt,57.120867,-3.99841
Beinn Sgurrach,57.198325,-4.480884
Suidh' an Fhir-bhig,58.204124,-3.764911
Blairmore Hill,56.015392,-4.942148
Peat Hill,55.304396,-3.971153
Middle Moor,55.380717,-3.785918
Common Law,55.576243,-3.460837
Wedder Lairs,55.44409,-3.043289
Mid Hill,55.450973,-3.571539
Foel y Graig,52.850939,-3.717334
Cefn Gwyngul,51.666778,-3.430156
Meall Beag,57.303259,-4.906259
Alphin Pike,53.522014,-1.996965
Little Hill,52.17576,-3.212649
Barf,54.629665,-3.218084
Pikes,54.342544,-3.174305
Crook Crag,54.377918,-3.233112
Moelfre,52.570787,-3.700965
Meall an Doire Dharaich,56.722206,-4.931519
Tom a' Ghealagaidh,57.368711,-3.950344
Fuaran Doire Cluig,57.106086,-4.649897
Torr na Garbole,57.291473,-4.076798
Beinn nan Cabar South Top,56.91123,-5.672922
Carn Loch an Tuirc,57.626502,-4.645835
Eilligan,55.955183,-4.985636
Craig Watch,57.406622,-3.021884
Glendowran Hill,55.460815,-3.763407
Broad Hill,55.548101,-3.587713
Great Muir,55.219806,-3.011522
Gamescleuch Hill,55.414946,-3.117698
Kirnie Law,55.63574,-3.038574
Slieau Lhean,54.260692,-4.418013
Y Graig,52.890985,-3.54299
Cefn Isaf,52.172914,-3.808415
Fulhope Edge,55.385645,-2.269293
Baxton Fell,53.999148,-2.501864
Loughsalt Mountain,55.085473,-7.79221
White Tor,50.5895,-4.05988
Black Hill,54.091613,-2.206323
Craig Goch,52.674079,-3.769451
Meall Lochain Oisinneich,56.67899,-3.592541
Hameldon,53.788742,-2.12419
Beinn Bhreac,56.049667,-5.859568
Spartleton,55.881822,-2.555927
Commonedge Hill,56.19535,-3.644795
Kirklea,55.444342,-3.943135
Hartside Hill,55.77869,-2.881693
Meall a' Chreamha East Top,56.588832,-5.089334
Craig Duchrey,56.832005,-2.824155
Meallan Ghobhar,57.627686,-5.302324
Meall an Daimh Bhig,57.870564,-4.860876
Beinn Bheag,57.215602,-5.73406
Leadburn Rig,55.426801,-3.705489
Torfichen Hill,55.762994,-3.060011
Cerrig Lladron,51.953488,-4.816096
Cefn Waun-lwyd,52.157166,-3.663236
Graig Hill,52.298177,-3.1981
Grit Fell,54.02314,-2.677234
Douglas Rig,55.50504,-3.974818
Derroograne,51.762773,-9.488244
Farraniaragh Mountain,51.783148,-10.146847
Bengorm NW Top,53.961477,-9.649236
Crappich Hill,56.398694,-4.02967
Mossbrae Height,55.468111,-3.031442
Tyle Garw,51.845714,-3.765246
Moel Seisiog,53.100788,-3.702729
An Grianan,58.517778,-4.981173
Meall an t-Slamain,56.816841,-5.162047
Hill of Foudland,57.387775,-2.661749
Moel Gyw,53.10864,-3.239075
Tamnasbhal,58.103278,-7.021702
Ceann Reamhar,57.887721,-6.863822
Hareshaw Hill,55.544649,-3.960747
Auchtitench Hill,55.441935,-4.036961
Carn Daraich,57.623518,-4.961842
Cnoc nan Each,57.65784,-4.474547
Meall a' Chaorainn,58.047423,-5.213103
White Hill,57.255718,-3.058679
Crionaig,57.962671,-6.57998
Black Fell,55.388649,-3.50069
Blake Muir,55.564382,-3.107317
Wide Hope Shank,55.689359,-3.296553
Crinfynydd,52.236875,-3.204473
Moel Dod,52.381267,-3.354192
Pen Garn-ddu,52.252326,-3.625611
Llanbedr Hill NE Top,52.125205,-3.268861
Pen Cae'r Mynach,52.115224,-3.498036
The Warren,52.111733,-3.508084
Cooneen Hill,52.763326,-8.145905
Mullaghbane,54.780218,-6.978328
Cruach Lusach,55.990662,-5.551327
Cnoc Lochy,57.271998,-3.388887
Wennallt,52.201902,-3.561738
Meall Chomraidh,56.668141,-4.475561
Llys Dymper,53.118301,-3.653002
Bryniau Rhyddion,52.487689,-3.85484
Tibradden Mountain,53.238644,-6.280371
Beinn Sgluich,56.608857,-5.314879
Bidein Clann Raonaild,57.580719,-5.257015
Bioda Buidhe,57.614712,-6.289769
Middlefield Law,55.552376,-4.092376
Carn Gafallt,52.269708,-3.554755
Meall Mor,56.534999,-3.743922
Carn Meilich,57.290462,-3.393582
Dun Mor Fort,56.452313,-3.773591
Black Moss,57.024256,-2.815276
Carn na Sguabaich,57.408452,-3.877542
Meall a' Ghuall,57.649752,-4.491512
Beinn nam Feannag,56.366367,-5.946047
Black Law,55.797471,-4.75401
Gill Knowe,55.340043,-3.571149
Errickstane Hill,55.413562,-3.540322
Great Hill,55.403875,-3.473929
Peat Hill,55.724474,-3.265761
Muckle Knowe,55.479374,-3.418246
Craiglaseithin,52.881727,-3.881974
Llywy,52.323773,-3.387975
The Van,52.220736,-3.227211
Quiraing Centre Peak,57.640395,-6.272595
Minaun,53.949681,-10.039686
Knocknagapple,51.954031,-9.933879
Creag nan Suibheag,58.22376,-4.756539
Yearlet,52.53662,-2.832325
Cruach Lusach SE Top,55.989073,-5.546898
Bryngwyn Hill,52.142414,-3.2028
Meall na h-Eilrig,57.360439,-4.433617
Feinne-bheinn Mhor,58.376835,-4.678924
Beinn na h-Uamha,56.615297,-5.779429
Beinn Lagan,56.152449,-5.028478
Powleys Hill,54.514509,-2.766496
Goyle Hill,56.928066,-2.521115
Creag nan Speireag,57.929723,-5.034444
Craw Knowe,56.380212,-4.664943
Carn na Leitire,57.35296,-3.773111
Meall Damh,56.96886,-4.47123
Meall a' Bhuirich,58.001682,-4.99002
Muckle Knock,55.791842,-3.409467
Ladshaw Fell,55.328868,-3.084521
Little Bog Hill,55.423235,-3.517044
Foel Ddu,52.805947,-3.753808
Moel Llys-y-coed,53.179567,-3.270851
Llethr Llwyd,52.162349,-3.848429
Pen yr Onnen,52.302968,-3.406905
Great Close Hill,54.097097,-2.150783
Black Mires,51.174033,-3.654335
Mozie Law South Top,55.421372,-2.269821
Benbradagh,54.94406,-6.874102
Knockaunanattin West Top,51.946992,-9.8114
Creag Reamhar,56.7329,-3.240904
Cefn Hir-fynydd,52.871397,-3.256847
Slievereagh,52.378346,-8.404189
Winterscleugh,54.419489,-2.654177
Tom Bailgeann,57.333921,-4.346587
Breac-Bheinn,57.919782,-4.537196
Esgair Ddu,52.681725,-3.66817
White Hause,54.681357,-3.131389
Geordie's Hill,55.262712,-2.884724
Gowbarrow Park,54.583781,-2.917809
Druim na Cluain-airighe North Top,57.073606,-5.715386
Meall Breac North Top,57.115324,-5.641896
Druim Ballach,57.492423,-4.703001
Meall Riabhach,57.510043,-4.756721
Mam a' Chullaich,56.525473,-5.674499
Beinn Mhearsamail South Top,55.878476,-6.002966
